CODFILIAL;CLASSIFICACAO;CODPROD;PRODUTO;CODFORNEC;FORNECEDOR;VALOR_ULTIMA_ENTRADA;QTD_TOTAL_ESTOQUE;QTD_GIRO_DIA;COBERTURA_ESTOQUE_ORIGINAL;COBERTURA_ESTOQUE_AJUSTADA;QTD_VENDAS_90D;QTD_DIAS_ZERADOS;VALOR_ESTOQUE;GIRO_MEDIO_CORRIGIDO;VALOR_EXCEDENTE
1;HB;144815;MEL C/ PROPOLIS SPRAY 35ML FITOBEL*;789865;FITOBEL INDUSTRIAS REUNIDAS LTDA;10,802295;6;0,718;8,36;8,36;46;0;64,81;0,51;0,0
1;Farma;144818;AMOX+CLAV POT 400+57MG 70ML GEN NOV SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);25,51375;57;0,0;;9999,0;0;0;1454,28;0,0;0,0
1;Farma;144820;ALIVIK POMADA 12G DISPLAY C/ 12UN;789225;BRAVIR INDUSTRIAL LTDA;27,982631;2;1,019;1,96;1,96;88;0;55,97;0,98;0,0
1;HB;144824;PRESERV RILEX HOT C/3UND;76066;INDUSTRIA DE ARTEF.BORR.INOVATEX LTDA (RILEX);3,397679;39;0,65;60,0;60,0;49;0;132,51;0,54;0,0
1;HB;144825;PRESERV RILEX ICE C/3UND;76066;INDUSTRIA DE ARTEF.BORR.INOVATEX LTDA (RILEX);3,397679;162;0,485;334,02;334,02;50;0;550,42;0,56;451,55
1;Farma;144839;NARANETY (NARATRIPTANA) 2,5MG 4COM;37273;LEGRAND PHARMA IND FARM LTDA;9,929987;13;0,408;31,86;31,86;33;0;129,09;0,37;0,0
1;Farma;144867;LANCETA P/LANCETADOR G-TECH 30G 50UND;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;2,443894;5;1,942;2,57;2,57;200;0;12,22;2,22;0,0
1;Farma;144868;KIT MEDIDOR DE GLICOSE FREE SMART G-TECH;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;58,89675;6;0,0;;9999,0;0;0;353,38;0,0;0,0
1;Farma;144869;NEBULIZADOR DE AR COMP G-TECH MOD DC2;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;67,139682;23;0,427;53,86;53,86;42;0;1544,21;0,47;0,0
1;Farma;144886;DROSPIRENONA+ETINIL 3MG+0,02MG 72COM NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);20,165319;108;3,515;30,73;30,73;314;0;2177,85;3,49;0,0
1;Farma;144892;CLOPIDOGREL 75MG 28COM GEN NOV SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);11,853962;97;0,204;475,49;475,49;20;0;1149,83;0,22;932,19
1;Farma;144902;ADDERA CAL 1.000UI 30COM;47252;HYPERA S.A;37,644281;1;0,0;;9999,0;0;0;37,64;0,0;0,0
1;Farma;144904;ADDERA CAL 1.000UI 60COM;47252;HYPERA S.A;62,09533;1;0,0;;9999,0;0;0;62,1;0,0;0,0
1;Farma;144915;DESVENLAFAXINA 100MG 28COM LP(C1) GEN NQ;47252;HYPERA S.A;21,897521;5;0,0;;9999,0;0;0;109,49;0,0;0,0
1;Farma;144921;DORALGINA (DIP+ISOMET+CAF)(10X10) 100DRG;47252;HYPERA S.A;30,358618;3;0,0;;9999,0;0;0;91,08;0,0;0,0
1;Farma;144937;AGUA OXIGENADA 10VOL 100ML C/ALM UNIPHAR;789326;JRD IND.FARMACEUTICA LTDA;1,761478;180;14,495;12,42;12,42;1039;0;317,07;11,54;0,0
1;Farma;144953;VITDERA VIT D3 1000 UI 30COM VITAMEDIC;30;VITAMEDIC IND FARMACEUTICA LTDA;6,160894;2;0,0;;9999,0;0;0;12,32;0,0;0,0
1;Farma;144971;ZOLPIDEM 10MG 20COM (B1) GEN NQ;47252;HYPERA S.A;0,49;3816;0,0;;9999,0;0;0;1869,84;0,0;0,0
1;HB;144972;ALGODAO FACE LISA 100UND CREMER;791794;CREMER S.A;10,330683;82;0,903;90,81;90,81;81;0;847,12;0,9;287,41
1;HB;144973;ESPARADRAPO BRANCO 2,5CMX4,5M SALVELOX;791794;CREMER S.A;2,729169;4829;84,631;57,06;57,06;7375;0;13179,16;81,94;0,0
1;HB;144974;ESPARADRAPO BRANCO 2,5CMX90CM SALVELOX;791794;CREMER S.A;1,206123;2833;48,0;59,02;59,02;4002;0;3416,95;44,47;0,0
1;HB;144975;ESPARADRAPO BRANCO 1,2CMX4,5M SALVELOX;791794;CREMER S.A;1,875218;3700;64,796;57,1;57,1;5055;0;6938,31;56,17;0,0
1;HB;144976;ESPARADRAPO BRANCO 5CMX4,5M SALVELOX ;791794;CREMER S.A;4,299216;1406;51,563;27,27;27,27;4533;0;6044,7;50,37;0,0
1;HB;144977;FITA MICROPOROSA BEGE 2,5CMX4,5M SALVELO;791794;CREMER S.A;2,887834;427;4,476;95,4;95,4;462;0;1233,11;5,13;457,57
1;HB;144978;FITA MICROPOROSA BRANCA 2,5CMX4,5M SALV;791794;CREMER S.A;2,494061;1244;31,019;40,1;40,1;2515;0;3102,61;27,94;0,0
1;HB;144979;FITA MICROPOROSA BRANCA 1,2CMX4,5M SALV;791794;CREMER S.A;1,761552;552;20,942;26,36;26,36;1667;0;972,38;18,52;0,0
1;HB;144980;FITA MICROPOROSA BRANCA 5CMX4,5M SALVELO;791794;CREMER S.A;4,04633;999;31,728;31,49;31,49;2551;0;4042,28;28,34;0,0
1;HB;144982;COMPRESSA NAO ADERENTE C/10UN;791794;CREMER S.A;1,329371;538;8,505;63,26;63,26;702;0;715,2;7,8;36,86
1;HB;144985;ATADURA CREP 15CMX1,8M 1UN SALVELOX CRE;791794;CREMER S.A;0,780829;4;0,0;;9999,0;0;0;3,12;0,0;0,0
1;Farma;145039;TOTALVITA CARTAMO+CHIA 60/CAPS;789249;FORHEALTH NUTRICIONAL EIRELI-ME;14,611019;217;0,0;;9999,0;0;0;3170,59;0,0;0,0
1;Farma;145040;TOTALVITA MACA PERUANA 60CAP;789249;FORHEALTH NUTRICIONAL EIRELI-ME;11,63466;147;0,0;;9999,0;0;0;1710,3;0,0;0,0
1;Farma;145041;SULFATO FERROSO GTS 125MG/ML 30ML GLB;31305;LABORATORIO GLOBO LTDA;2,48923;2;0,0;;9999,0;0;0;4,98;0,0;0,0
1;Farma;145042;SULFATO FERROSO SOL 10MG/ML C/100ML GLB;31305;LABORATORIO GLOBO LTDA;2,8262;1;0,0;;9999,0;0;0;2,83;0,0;0,0
1;Farma;145043;SULFATO FERROSO 80MG 50COM GLB;31305;LABORATORIO GLOBO LTDA;3,8045;1;0,0;;9999,0;0;0;3,8;0,0;0,0
1;Farma;145044;FIQUEZEN (PASSIFLORA INCAR)260MG 20COM;31267;MEDQUIMICA IND FARMACEUTICA S.;11,385578;30;0,33;90,91;90,91;29;0;341,57;0,32;3,42
1;Farma;145045;FIQUEZEN (PASSIFLORA INCAR)60MG/ML 120ML;31267;MEDQUIMICA IND FARMACEUTICA S.;8,460188;10;0,0;;9999,0;0;0;84,6;0,0;0,0
1;Farma;145071;CETOPROFENO 150MG 10COM LP GEN GMD;53333;GERMED FARMACEUTICA LTDA;5,261161;7;0,243;28,81;9999,0;0;0;36,83;0,0;0,0
1;Farma;145123;BRIMONIDINA+TIMOLOL 2+5MG/ML 5ML GEN NQ;47252;HYPERA S.A;46,439768;52;0,951;54,68;54,68;89;0;2414,87;0,99;0,0
1;Farma;145125;TRAVOPROSTA SOL OFT 0,04MG 2,5ML GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;14,729061;145;4,262;34,02;34,02;393;0;2135,71;4,37;0,0
1;Farma;145126;LUTEVIT OMEGA PLUS 30CAP GELATINOSAS;789423;KLEY HERTZ DISTRIBUIDORA LTDA;27,221241;17;0,0;;9999,0;0;0;462,76;0,0;0,0
1;Farma;145134;CARDOMARIN (SILYBUM MARIAN) 127MG 20COM;33057;NATULAB LABORATORIO LTDA;20,07052;34;0,784;43,37;43,37;66;0;682,4;0,73;0,0
1;Farma;145135;CARDOMARIN (SILYBUM MARIAN) 254MG 20CAP;33057;NATULAB LABORATORIO LTDA;28,371839;49;0,728;67,31;67,31;71;0;1390,22;0,79;0,0
1;Farma;145136;FIXA DERME Q10+VIT C 15SACHES;6316;EUROFARMA LABORATORIOS S.A;54,514253;22;0,0;;9999,0;0;0;1199,31;0,0;0,0
1;Farma;145139;TOPIRAMATO 25MG 60COM (C1) GEN NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);10,066609;132;2,019;65,38;65,38;208;0;1328,79;2,31;0,0
1;Farma;145140;TOPIRAMATO 50MG 60COM (C1) GEN NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);15,864798;117;0,728;160,71;160,71;9;0;1856,18;0,1;816,69
1;Farma;145143;CETOCONAZOL SH 20MG/G 100ML GEN GLB;31305;LABORATORIO GLOBO LTDA;7,599488;223;11,971;18,63;18,63;1259;0;1694,69;13,99;0,0
1;Farma;145157;BUSCOFEM 400MG (28X2) 56CAP;47252;HYPERA S.A;136,221006;245;4,806;50,98;50,98;479;0;33374,15;5,32;0,0
1;Farma;145160;CIPROFIBRATO 100MG 30COM GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;6,848806;3349;1,0;3349,0;3349,0;11;0;22936,65;0,12;22320,26
1;Farma;145161;IBANDRONATO SODIO 150MG 1COM GEN BIOL;793718;BIOLAB FARMA GENERICOS LTDA;10,937045;44;;;;4;0;481,23;0,04;0,0
1;Farma;145162;LOSARTANA+HIDRO 100+25MG 30COM GEN BIOL;793718;BIOLAB FARMA GENERICOS LTDA;7,866524;132;1,091;120,99;120,99;12;0;1038,38;0,13;265,97
1;Farma;145165;SINVASTATINA 20MG 30COM GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;5,476593;48;;;9999,0;0;0;262,88;0,0;0,0
1;Farma;145166;SINVASTATINA 40MG 30COM GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;10,954845;48;;;9999,0;0;0;525,83;0,0;0,0
1;Farma;145167;ATENOLOL 25MG 30COM GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;1,008115;957;0,273;3505,49;3505,49;3;0;964,77;0,03;940,0
1;Farma;145168;ATENOLOL 50MG 30COM GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;2,563297;132;1,091;120,99;120,99;12;0;338,36;0,13;86,67
1;Farma;145170;VITAMINA D3 2.000UI 30CAP BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;6,593354;44;0,4;110,0;110,0;4;0;290,11;0,04;52,75
1;Farma;145171;COLAGENO HIDROLISADO LAR 30SACHE11G BIOL;793718;BIOLAB FARMA GENERICOS LTDA;45,844342;4;0,545;7,34;7,34;6;0;183,38;0,07;0,0
1;Farma;145173;VITAMINA D3 1.000UI 30CAP BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;5,533131;28;1,545;18,12;18,12;20;0;154,93;0,22;0,0
1;Farma;145176;GABAPETINA 400MG 30CAP (C1) GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;14,840885;39;0,9;43,33;43,33;9;0;578,79;0,1;0,0
1;Farma;145177;LOSARTANA+HIDRO 50+12,5MG 30COM GEN BIOL;793718;BIOLAB FARMA GENERICOS LTDA;4,768624;237;0,273;868,13;868,13;3;0;1130,16;0,03;1013,0
1;Farma;145178;ESTRIOL CR VAG 1MG/G 50G+1APL GEN BIOLAB;793718;BIOLAB FARMA GENERICOS LTDA;22,253921;325;3,182;102,14;102,14;35;0;7232,52;0,39;859,63
1;Farma;145188;EMPROL XR (SUCCIN METOPROLOL) 25MG 30COM;47252;HYPERA S.A;19,42;102;1,243;82,06;82,06;104;0;1980,84;1,16;0,0
1;Farma;145194;EMPROL XR (SUCCIN METOPROLOL) 50MG 30COM;47252;HYPERA S.A;37,54;7;0,806;8,68;8,68;68;0;262,78;0,76;0,0
1;Farma;145196;ADDERA D3 7.000UI 30CAP GEL;47252;HYPERA S.A;103,640688;7;0,35;20,0;20,0;35;0;725,48;0,39;0,0
1;Farma;145208;GLICERINA HID PURA COSMETIC 30ML FARMAX;793261;FARMAX DISTRIBUIDORA S.A;2,541617;6;0,0;;9999,0;0;0;15,25;0,0;0,0
1;Farma;145226;APAXY (PASSIFLORA INCARNATA) 300MG 20COM;33928;GEOLAB IND FARMACEUTICA S/A;10,113314;533;7,019;75,94;75,94;682;0;5390,4;7,58;0,0
1;Farma;145227;ABCALCIUM B12 (CALCIO+VIT D) 240ML;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;7,93364;11;0,31;35,48;35,48;26;0;87,27;0,29;0,0
1;Farma;145228;APEVINAT BC (COMPLEXOB+VITAMINA C) 240ML;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;7,756104;36;0,0;;9999,0;0;75;279,22;0,0;0,0
1;Farma;145229;FLUXOLIV (CASTANHA DA INDIA 100MG 30CAP;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;9,514506;35;0,117;299,15;299,15;10;0;333,01;0,11;232,82
1;Farma;145232;LACTULAXY (LACTUL) SAL FRUTA 667MG 120ML;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;9,65352;44;0,087;505,75;505,75;9;0;424,75;0,1;349,16
1;Farma;145234;NASONEW (CLOR SOD+BENZ) INF GTS 30ML;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;2,548956;417;0,476;876,05;876,05;49;0;1062,91;0,54;953,71
1;Farma;145238;VITAXON C (AC ASCORB) 200MG/ML GTS 20ML;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;2,27468;3;5,806;0,52;0,52;598;0;6,82;6,64;0,0
1;Farma;145244;CLOTRIMAZOL CR DERM 10MG/G 20G GEN GLB;31305;LABORATORIO GLOBO LTDA;4,270866;2;0,0;;9999,0;0;0;8,54;0,0;0,0
1;Farma;145294;KIT FAMILIA HELIODERM FPS30;789423;KLEY HERTZ DISTRIBUIDORA LTDA;30,033641;72;0,505;142,57;142,57;43;0;2162,42;0,48;797,35
1;Farma;145308;MANTEIGA DE CACAU LABY FPS8 PT C/50;789225;BRAVIR INDUSTRIAL LTDA;53,904368;14;0,854;16,39;16,39;83;0;754,66;0,92;0,0
1;Farma;145309;ADDERA D3 1000UI 30COM;47252;HYPERA S.A;31,706313;8;0,0;;9999,0;0;0;253,65;0,0;0,0
1;Farma;145316;SUPRAVIT MEMORIA 60CAP;789423;KLEY HERTZ DISTRIBUIDORA LTDA;29,656857;60;0,107;560,75;560,75;10;0;1779,41;0,11;1493,82
1;HB;145360;BEBEDOURO ELETRONICO 220V (05);790138;MULTILASER INDUSTRIAL S.A;307,99;11;;;9999,0;0;0;3387,89;0,0;0,0
1;Farma;145376;DORFLEX UNO 1G 100COM;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;125,657128;11;0,165;66,67;66,67;16;0;1382,23;0,18;0,0
1;Farma;145377;DORFLEX UNO 1G 10COM EFERV;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;20,679167;1;0,0;;9999,0;0;0;20,68;0,0;0,0
1;Farma;145379;DORFLEX UNO 1G 10COM;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;11,519933;467;2,903;160,87;160,87;260;0;5379,81;2,89;2370,03
1;HB;145384;COPO TWISTER ROSA BEBE PEROLADO  PERSONA;789247;DRINK UP IND E COM DE ACRILICOS LTDA;0,0;1000;;;9999,0;0;0;0,0;0,0;0,0
1;Farma;145386;SINVASTATINA 20MG 30COM GEN NOV;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);2,612611;1086;2,757;393,91;393,91;216;0;2837,3;2,4;2189,04
1;Farma;145387;SINVASTATINA 40MG 30COM GEN NOV SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);4,726436;143;2,272;62,94;62,94;203;0;675,88;2,26;0,0
1;Farma;145410;AMIODARONA 200MG 30COM GEN ZYDUS;790478;ZYDUS NIKKHO FARMACEUTICA LTDA;10,9;2;0,0;;9999,0;0;0;21,8;0,0;0,0
1;Farma;145423;ENEMIN (SORBITOL LAURILSULO) 7BISN 6,5G ;789423;KLEY HERTZ DISTRIBUIDORA LTDA;21,528862;43;3,35;12,84;12,84;314;0;925,74;3,49;0,0
1;Farma;145437;LISADOR DIP 500MG /ML 20ML;47252;HYPERA S.A;18,124956;84;1,893;44,37;44,37;180;0;1522,5;2,0;0,0
1;Farma;145440;ADDERA 1000UI GTS 5ML;47252;HYPERA S.A;45,487261;25;0,369;67,75;67,75;25;0;1137,18;0,28;0,0
1;Farma;145441;RINOSORO JET XT 0,9% SPRAY NASAL 100ML;47252;HYPERA S.A;35,941928;23;0,0;;9999,0;0;0;826,66;0,0;0,0
1;Farma;145460;ZOLPIDEM 10MG 30COM (B1) GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;2,796741;632;99,466;6,35;6,35;9863;0;1767,54;109,59;0,0
1;Farma;145461;VALSARTANA 80MG 30COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;7,731505;678;9,194;73,74;73,74;875;0;5241,96;9,72;0,0
1;Farma;145466;LORAZEPAM 2MG 30COM (B1) GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;4,25137;806;0,301;2677,74;2677,74;25;0;3426,6;0,28;3311,43
1;Farma;145467;ZOLPIDEM 10MG 30COM (B1) GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;4,002458;32;1,058;30,25;30,25;103;0;128,08;1,14;0,0
1;Farma;145479;CENTROACTIVE SENIOR SEM SABOR LATA 360G;47252;HYPERA S.A;18,551412;4;0,0;;9999,0;0;0;74,21;0,0;0,0
1;Farma;145480;VALYANNE (VALERIANA OFFICINA)215MG 20COM;33928;GEOLAB IND FARMACEUTICA S/A;11,7895;74;1,883;39,3;39,3;164;0;872,42;1,82;0,0
1;Farma;145481;VENLAFAXINA 37,5MG 30CAP (C1) GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;14,480128;3;0,0;;9999,0;0;0;43,44;0,0;0,0
1;Farma;145482;STOMALIV SEM SABOR C/50 ENV EMB MULT;33928;GEOLAB IND FARMACEUTICA S/A;25,130046;123;0,359;342,62;342,62;32;0;3091,0;0,36;2279,05
1;Farma;145489;DONEPEZILA 5MG 30COM (C1) GEN ZYDUS;790478;ZYDUS NIKKHO FARMACEUTICA LTDA;12,149527;238;0,0;;9999,0;0;0;2891,59;0,0;0,0
1;Farma;145495;FITOBILOBA (GINKGO BILOBA) 80MG 60COM;33928;GEOLAB IND FARMACEUTICA S/A;16,58648;52;0,291;178,69;178,69;30;0;862,5;0,33;428,09
1;HB;145496;PRESERV PRUDENCE C S MIX L8P6;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);6,657237;133;1,117;119,07;119,07;115;0;885,41;1,28;439,25
1;HB;145497;PRESERV PRUDENCE EFEITO RETARDANTE L8P6;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);9,877416;102;0,631;161,65;161,65;59;0;1007,5;0,66;633,54
1;HB;145498;PRESERV PRUDENCE EXTRA GDE ULT SENS L8P6;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);9,26237;35;0,592;59,12;59,12;55;0;324,18;0,61;0,0
1;HB;145502;PRESERV PRUDENCE SUTRA HORTELA C/3;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);0,924562;670;8,643;77,52;77,52;290;0;619,46;3,22;140,0
1;Farma;145504;DIMEFTAL (SIMETICONA) 75MG/ML 15ML;33928;GEOLAB IND FARMACEUTICA S/A;2,782966;366;5,505;66,49;66,49;495;0;1018,57;5,5;0,0
1;Farma;145505;DIMEFTAL (SIMETICONA) 40MG 20COM;33928;GEOLAB IND FARMACEUTICA S/A;3,178759;123;5,455;22,55;22,55;60;0;390,99;0,67;0,0
1;Farma;145507;ENGOV AFTER CITRUS 250ML ;47252;HYPERA S.A;7,18597;16;15,67;1,02;1,02;1455;0;114,98;16,17;0,0
1;Farma;145508;ENGOV AFTER TANGERINA 250ML ;47252;HYPERA S.A;7,185982;3;22,845;0,13;0,13;2064;0;21,56;22,93;0,0
1;Farma;145519;FINN NUTRITIVE SEM SABOR LATA 400G;47252;HYPERA S.A;26,929613;40;0,0;;9999,0;0;0;1077,18;0,0;0,0
1;HB;145529;PRESERV DUE FINISSIMO C/3UND FLOW PACK;789406;MADE IN ITALY IMP. COM. E REP. DE PROD. P/ SAUDE LTDA  (DUE);2,713596;8;0,0;;9999,0;0;0;21,71;0,0;0,0
1;Farma;145545;VITAMINA E 400MG 60CAP;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);21,12473;29;0,039;743,59;743,59;4;0;612,62;0,04;538,47
1;Farma;145546;AMOX+CLAV POT 500+125MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16,373937;37;3,709;9,98;9,98;360;0;605,84;4,0;0,0
1;Farma;145547;RISPERIDONA 1MG 30COM (C1) GEN NOV SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);9,779173;87;0,0;;9999,0;0;0;850,79;0,0;0,0
1;Farma;145566;TOTALVITA GEST 60/CAPS;790288;AURAQUIMICA IND DE MED E ALIM LTDA;7,36508;846;0,029;29172,41;29172,41;1;0;6230,86;0,01;6211,64
1;Farma;145567;TOTALVITA VIT BC 240ML;790288;AURAQUIMICA IND DE MED E ALIM LTDA;4,65733;5;0,0;;9999,0;0;0;23,29;0,0;0,0
1;Farma;145569;POLIVITAMINICO TOTALVITA KIDS 240ML;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;4,65733;18;0,0;;9999,0;0;0;83,83;0,0;0,0
1;Farma;145570;TOTALVITA CHA 60 SACHES 1,5G 90G;790288;AURAQUIMICA IND DE MED E ALIM LTDA;21,279405;112;0,0;;9999,0;0;0;2383,29;0,0;0,0
1;Farma;145571;TOTALVITA TONICO 500ML;790288;AURAQUIMICA IND DE MED E ALIM LTDA;4,65733;172;0,0;;9999,0;0;0;801,06;0,0;0,0
1;Farma;145573;TOTALKIDS SAB LIQ 200ML;790288;AURAQUIMICA IND DE MED E ALIM LTDA;3,393291;6;0,0;;9999,0;0;0;20,36;0,0;0,0
1;Farma;145608;MELOXICAM 15MG 10COM GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;2,53425;83;1,534;54,11;54,11;160;0;210,34;1,78;0,0
1;Farma;145636;AMOX+CLAV POT 400+57MG 70ML GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;12,722849;4;1,437;2,78;2,78;148;0;50,89;1,64;0,0
1;Farma;145639;VITAMINA C GOTAS 200 MG/ML 20ML GLB;31305;LABORATORIO GLOBO LTDA;1,60892;7;0,0;;9999,0;0;0;11,26;0,0;0,0
1;Farma;145640;KIT DERMAFEME SAB LIQ FRESH 2FR C/200ML ;54127;CIMED REMEDIOS SA;10,1;10;0,0;;9999,0;0;0;101,0;0,0;0,0
1;Farma;145643;SONRISAL LIMAO 5X2COM;789614;HALEON BRASIL DISTRIBUIDORA LTDA (GSK);9,188825;6;0,0;;9999,0;0;0;55,13;0,0;0,0
1;Farma;145666;SIMETICONA 125MG 10CAP GEL GEN AIRELA;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;3,313507;19;0,068;279,41;279,41;7;0;62,96;0,08;42,68
1;Farma;145669;SULFERMAX (SULF FERROSO) 125MG GTS 30ML;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;2,090144;4;1,942;2,06;2,06;200;0;8,36;2,22;0,0
1;Farma;145670;VITAXON TRIP ACAO 1G VITC+ZINC 10COM EFE;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;4,427304;13;17,641;0,74;0,74;1563;0;57,55;17,37;0,0
1;Farma;145684;AMOX+CLAV POT 875+125MG 20COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;43,177417;43;1,029;41,79;41,79;104;0;1856,63;1,16;0,0
1;Farma;145689;GASTROGEL DE BOLSO FLAC 10ML DISP C/12UN;31267;MEDQUIMICA IND FARMACEUTICA S.;16,097838;116;0,73;158,9;158,9;57;0;1867,35;0,63;809,69
1;Farma;145690;GASTROGEL DE BOLSO FLAC 10ML DISP C/60UN;31267;MEDQUIMICA IND FARMACEUTICA S.;74,974437;10;0,602;16,61;16,61;57;0;749,74;0,63;0,0
1;Farma;145691;PROTEFIGAN SM 100MG 30COM;789423;KLEY HERTZ DISTRIBUIDORA LTDA;26,5126;233;1,0;233,0;233,0;70;0;6177,44;0,78;3791,3
1;Farma;145692;APRACUR DUO (DIP+CAF+CLORF) 12COM;47252;HYPERA S.A;8,150148;187;3,058;61,15;61,15;273;0;1524,08;3,03;0,0
1;Farma;145693;APRACUR DUO (DIP+CAF+CLORF) 20COM;47252;HYPERA S.A;13,198648;45;0,563;79,93;79,93;51;0;593,94;0,57;0,0
1;Farma;145709;PROTEFIGAN SM 200MG 20COM;789423;KLEY HERTZ DISTRIBUIDORA LTDA;32,57051;132;1,126;117,23;117,23;87;0;4299,31;0,97;998,64
1;Farma;145710;RIZI 5MG (LEVOCETIRIZINA) 30COM;47252;HYPERA S.A;65,1;3;0,0;;9999,0;0;0;195,3;0,0;0,0
1;Farma;145711;RIZI-M (LEVOCET+MONTELU) 10MG+5MG 7COM;47252;HYPERA S.A;42,32;11;0,175;62,86;62,86;18;0;465,52;0,2;0,0
1;Farma;145712;RIZI-M (LEVOCET+MONTELU) 10MG+5MG 14COM;47252;HYPERA S.A;84,66;16;0,078;205,13;205,13;6;0;1354,56;0,07;760,25
1;Farma;145713;RIZI 5MG (LEVOCETIRIZINA) 10COM;47252;HYPERA S.A;30,7;7;0,078;89,74;89,74;4;0;214,9;0,04;0,0
1;Farma;145723;APRAZ (ALPRAZOLAM) 1MG (B1) 30COM;47252;HYPERA S.A;33,2;16;0,0;;9999,0;0;0;531,2;0,0;0,0
1;Farma;145726;OFOLATO D 1000UI 30COM;47252;HYPERA S.A;64,492308;3;0,0;;9999,0;0;0;193,48;0,0;0,0
1;Farma;145727;OFOLATO D 2000UI 90COM;47252;HYPERA S.A;134,855316;7;0,0;;9999,0;0;0;943,99;0,0;0,0
1;Farma;145729;OFOLATO D 2000UI 30COM;47252;HYPERA S.A;75,49207;19;0,359;52,92;52,92;32;0;1434,35;0,36;0,0
1;Farma;145731;TAMARINE FIBRAS KIDS 240ML ;47252;HYPERA S.A;64,065365;34;2,5;13,6;13,6;111;0;2178,22;1,23;0,0
1;Farma;145739;MIRTAZAPINA 15MG 30COM (C1) GEN GMD;53333;GERMED FARMACEUTICA LTDA;24,953832;217;3,241;66,95;66,95;179;0;5414,98;1,99;0,0
1;Farma;145740;MIRTAZAPINA 30MG 30COM (C1) GEN GMD;53333;GERMED FARMACEUTICA LTDA;43,499639;67;0,14;478,57;478,57;13;0;2914,48;0,14;2366,38
1;Farma;145757;LACTOCARE (LACTOSIL) 30COM;789423;KLEY HERTZ DISTRIBUIDORA LTDA;22,736181;74;1,214;60,96;60,96;101;0;1682,48;1,12;0,0
1;Farma;145759;OPTILUTEIN 10MG+2MG SOFTGEL 60CAP;30;VITAMEDIC IND FARMACEUTICA LTDA;23,58974;6;0,0;;9999,0;0;0;141,54;0,0;0,0
1;Farma;145775;ADDERA 600UI GTS FR 5ML;47252;HYPERA S.A;59,159532;38;0,631;60,22;60,22;49;0;2248,06;0,54;0,0
1;Farma;145776;MAXSULID 400MG 30COM;47252;HYPERA S.A;76,139007;9;0,447;20,13;20,13;33;0;685,25;0,37;0,0
